T,p,rho,V,E,H,S,Cv,Cp,u,JT,nu,k,phase,compound
Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Compound
300,0,0,infinite,451.67,508.34,10.839,0.65692,0.84585,270.14,10.757,15.014,0.016747,vapor,carbon dioxide
316.59,0,0,infinite,462.71,522.52,10.875,0.67387,0.86279,276.73,undefined,15.813,0.018102,vapor,carbon dioxide
366.59,0,0,infinite,497.61,566.87,10.977,0.72138,0.9103,295.63,undefined,18.167,0.022286,vapor,carbon dioxide
416.59,0,0,infinite,534.76,613.46,11.072,0.76384,0.95277,313.32,undefined,20.432,0.026511,vapor,carbon dioxide
466.59,0,0,infinite,573.92,662.07,11.161,0.80191,0.99083,330.03,undefined,22.608,0.030701,vapor,carbon dioxide
516.59,0,0,infinite,614.89,712.49,11.244,0.83622,1.0251,345.9,undefined,24.696,0.034825,vapor,carbon dioxide
566.59,0,0,infinite,657.49,764.53,11.323,0.86733,1.0563,361.05,undefined,26.7,0.038873,vapor,carbon dioxide
616.59,0,0,infinite,701.57,818.06,11.398,0.89563,1.0846,375.58,undefined,28.625,0.04284,vapor,carbon dioxide
666.59,0,0,infinite,747.01,872.95,11.469,0.92144,1.1104,389.56,undefined,30.476,0.046726,vapor,carbon dioxide
716.59,0,0,infinite,793.68,929.06,11.536,0.94501,1.1339,403.05,undefined,32.256,0.05053,vapor,carbon dioxide
766.59,0,0,infinite,841.48,986.31,11.6,0.96655,1.1555,416.1,undefined,33.973,0.054252,vapor,carbon dioxide
816.59,0,0,infinite,890.31,1044.6,11.662,0.98625,1.1752,428.75,undefined,35.629,0.057893,vapor,carbon dioxide
866.59,0,0,infinite,940.08,1103.8,11.721,1.0043,1.1932,441.04,undefined,37.23,0.061451,vapor,carbon dioxide
916.59,0,0,infinite,990.71,1163.9,11.778,1.0207,1.2097,453.01,undefined,38.779,0.06493,vapor,carbon dioxide
966.59,0,0,infinite,1042.1,1224.7,11.833,1.0358,1.2247,464.67,undefined,40.281,0.06833,vapor,carbon dioxide
1016.6,0,0,infinite,1094.3,1286.3,11.885,1.0496,1.2386,476.05,undefined,41.739,0.071653,vapor,carbon dioxide
1066.6,0,0,infinite,1147.1,1348.6,11.936,1.0623,1.2512,487.18,undefined,43.156,0.074901,vapor,carbon dioxide
1116.6,0,0,infinite,1200.5,1411.4,11.985,1.0739,1.2628,498.06,undefined,44.536,0.078076,vapor,carbon dioxide
216.59,0.03,0.73631,1.3581,400.24,440.98,2.7123,0.56822,0.76104,233.1,26.084,10.884,0.010638,vapor,carbon dioxide
266.59,0.03,0.59693,1.6752,430.06,480.32,2.8755,0.62235,0.81314,255.97,14.628,13.381,0.014139,vapor,carbon dioxide
316.59,0.03,0.50219,1.9913,462.54,522.28,3.0196,0.67443,0.86443,276.54,9.3902,15.815,0.018114,vapor,carbon dioxide
366.59,0.03,0.43348,2.3069,497.48,566.69,3.1498,0.72168,0.9113,295.51,6.551,18.169,0.022296,vapor,carbon dioxide
416.59,0.03,0.38135,2.6222,534.66,613.33,3.269,0.76403,0.95344,313.25,4.8276,20.434,0.02652,vapor,carbon dioxide
466.59,0.03,0.34043,2.9375,573.84,661.96,3.3792,0.80202,0.99131,329.98,3.6945,22.609,0.030709,vapor,carbon dioxide
516.59,0.03,0.30745,3.2526,614.82,712.4,3.4819,0.8363,1.0255,345.88,2.9043,24.697,0.034833,vapor,carbon dioxide
566.59,0.03,0.28029,3.5677,657.43,764.46,3.578,0.86738,1.0565,361.05,2.3278,26.702,0.03888,vapor,carbon dioxide
616.59,0.03,0.25755,3.8827,701.52,818,3.6686,0.89567,1.0848,375.59,1.8921,28.626,0.042847,vapor,carbon dioxide
666.59,0.03,0.23822,4.1977,746.96,872.89,3.7542,0.92147,1.1105,389.57,1.5534,30.477,0.046732,vapor,carbon dioxide
716.59,0.03,0.2216,4.5127,793.64,929.02,3.8353,0.94504,1.1341,403.07,1.284,32.257,0.050536,vapor,carbon dioxide
766.59,0.03,0.20714,4.8277,841.44,986.27,3.9126,0.96658,1.1556,416.12,1.0654,33.973,0.054257,vapor,carbon dioxide
816.59,0.03,0.19445,5.1426,890.27,1044.5,3.9862,0.98627,1.1753,428.78,0.88523,35.63,0.057897,vapor,carbon dioxide
866.59,0.03,0.18323,5.4576,940.04,1103.8,4.0566,1.0043,1.1933,441.08,0.73453,37.23,0.061456,vapor,carbon dioxide
916.59,0.03,0.17324,5.7725,990.68,1163.9,4.124,1.0207,1.2097,453.04,0.60694,38.78,0.064934,vapor,carbon dioxide
966.59,0.03,0.16427,6.0874,1042.1,1224.7,4.1886,1.0358,1.2248,464.71,0.49772,40.281,0.068334,vapor,carbon dioxide
1016.6,0.03,0.15619,6.4023,1094.2,1286.3,4.2508,1.0496,1.2386,476.09,0.40333,41.739,0.071657,vapor,carbon dioxide
1066.6,0.03,0.14887,6.7173,1147,1348.6,4.3105,1.0623,1.2513,487.22,0.32104,43.156,0.074904,vapor,carbon dioxide
216.59,0.1,2.4797,0.40328,399.25,439.58,2.4802,0.57609,0.77847,231.72,26.06,10.892,0.010682,vapor,carbon dioxide
266.59,0.1,1.9999,0.50003,429.48,479.48,2.6459,0.62521,0.82046,255.23,14.633,13.387,0.014174,vapor,carbon dioxide
316.59,0.1,1.6788,0.59568,462.14,521.71,2.7909,0.67576,0.86831,276.09,9.392,15.82,0.018143,vapor,carbon dioxide
366.59,0.1,1.4475,0.69087,497.18,566.27,2.9215,0.7224,0.91366,295.23,6.5499,18.173,0.022321,vapor,carbon dioxide
416.59,0.1,1.2726,0.78582,534.42,613,3.041,0.76445,0.955,313.08,4.8254,20.437,0.026542,vapor,carbon dioxide
466.59,0.1,1.1356,0.88063,573.64,661.71,3.1513,0.8023,0.99242,329.88,3.692,22.613,0.030729,vapor,carbon dioxide
516.59,0.1,1.0253,0.97535,614.65,712.19,3.2541,0.83649,1.0263,345.82,2.9018,24.7,0.03485,vapor,carbon dioxide
566.59,0.1,0.93457,1.07,657.29,764.29,3.3503,0.86752,1.0572,361.03,2.3255,26.704,0.038896,vapor,carbon dioxide
